condition,n_train,mean,std
Three,1000.0,0.2808800101280212,0.0033002963039018575
fully_supervised,50.0,0.3298799812793732,0.005208859588429911
fully_supervised,100.0,0.3321199893951416,0.0052737284184004194
fully_supervised,250.0,0.31219999194145204,0.005497262102493039
fully_supervised,500.0,0.2946399986743927,0.0036315500293608747
fully_supervised,1000.0,0.2809600055217743,0.0036205101709758845
imdb_rating,1000.0,0.2764000058174133,0.0041689368051074475
mv_lens_avg_rating,1000.0,0.28960000872612,0.004108533431712573
tomato_user_rating,1000.0,0.3074400067329407,0.0044077178292670155
